Poz_Ideal_X,Poz_Ideal_Y,Poz_Real_X,Poz_Real_Y,Vit_Ideal,Vit_Real,Acc_Ideal,Acc_Real,Clasa_Precizie
374.54011884736246,648.256954077822,374.2272323254966,647.9440675559562,95.47720078212029,95.52318565120387,3.071617633914041,3.1493973970018128,Mare
950.7143064099162,172.38636210516623,950.3481566350476,172.02021233029768,99.91521185634376,100.07148348030506,13.979718905838851,13.984956182711608,Mare
731.9939418114051,872.3945633548149,732.5166719316462,872.917293475056,49.54710616906165,49.506822189046254,39.36935796896158,39.40748243447779,Mare
598.6584841970366,613.1162390692415,598.6381810811973,613.0959359534022,14.775723656416396,14.75648120400828,36.964323838370234,36.9902168811928,Mare
156.01864044243652,157.20388355695425,156.28704417704898,157.47228729156672,70.33456748601556,70.08465450363076,46.52289512871891,46.66625848960069,Mare
155.99452033620264,962.3380574812069,155.06468881592775,961.408225960932,70.32599411005616,70.18903168810837,46.530744041003445,46.521317133926956,Mare
58.08361216819946,518.3654633353207,58.289790152742434,518.5716413198636,28.635280434501297,28.950514940049572,6.9292411229032815,6.743411974080771,Mare
866.1761457749352,72.898451871655,865.9222987107404,72.64460480746014,92.81041381570697,92.38504711814711,3.59032191719858,3.593484114589605,Mare
601.1150117432088,626.8329044150672,601.2508535354589,626.9687462073173,13.559857726426932,13.878016874861183,38.94166053778589,38.95372401387524,Mare
708.0725777960455,253.19890701281022,708.5945903607667,253.72091957753142,38.82853599177421,38.94530340808202,18.110158354101106,18.06663353440059,Mare
20.584494295802447,803.6934518773024,19.880013922406427,802.9889715039064,10.27408574717833,10.329086206836692,43.5465087597476,43.397298558033064,Mare
969.9098521619943,817.8220735661906,970.5574556983291,818.4696771025255,99.06082664424217,99.0284142238348,11.916811495320921,12.036329236472064,Mare
832.4426408004217,978.9473558546619,832.2025335833555,978.7072486375956,85.24326328192876,85.29703343920896,21.75844293209124,21.779377817824706,Mare
212.33911067827614,501.8695310245037,212.31658861927068,501.8470089654983,87.31831366965085,87.23178176697154,16.97913966248976,17.018385264336814,Mare
181.82496720710063,454.95687972773715,181.36188557535903,454.49379809599554,78.89663092500392,78.6547438592121,34.718980982999355,34.843263672332036,Mare
183.4045098534338,753.4756054464806,183.76809384787987,753.8391894409266,79.37942964459272,79.39260796631316,33.84038420266052,34.0068984409149,Mare
304.24224295953775,132.47065634192657,304.1083602001753,132.33677358256415,99.87709101936252,100.14163166336031,13.888192292381834,13.905749700874416,Mare
524.7564316322379,546.9155137931242,524.2440562571996,546.403138418086,49.49788542969496,49.86749346804913,39.293382425615846,39.39245351027825,Mare
431.94501864211577,546.247600130851,431.88450812661097,546.1870896153462,83.15361948295592,83.29905373486271,26.334755605766034,26.294385262366244,Mare
291.22914019804193,89.47312281038722,291.6437147155717,89.887697327917,99.3434813217283,98.8652656086715,12.601871906622254,12.499891773252795,Mare
611.8528947223795,417.9840855069136,612.342524594523,418.47371537905707,8.223520906157475,8.17358979851369,45.83257030339888,45.853324532887754,Mare
139.49386065204183,853.284798567202,138.8204678209841,852.6114057361442,64.22800427527771,64.59757767441813,49.87822207856827,49.99727504294004,Mare
292.14464853521815,856.1536219946603,292.04430592603046,856.0532793854726,99.39480722518202,99.31386805380936,12.726002708644938,12.828963144786908,Mare
366.3618432936917,99.237664919681,367.35307851877616,100.22890014476546,96.61290882110752,96.8036608722698,5.89905126522814,6.1162315319678004,Mare
456.06998421703594,90.72088274783086,455.60880855250497,90.2597070832999,75.86527827355745,75.7014009074577,39.75356316797373,39.6346690561684,Mare
785.1759613930136,262.6954770019353,785.3968417178384,262.91635732676,70.63207422213166,70.66719493209254,46.24524279304929,46.23004768070209,Mare
199.67378215835973,874.7660625539935,200.07841147242138,875.1706918680551,84.05885845920602,84.30532418024896,24.384686083402187,24.2321198424735,Mare
514.2344384136117,128.90258507349895,513.9359523996611,128.6040990595484,53.99859879885008,54.16262751767469,45.20210987696624,45.155336008580385,Mare
592.4145688620424,719.9968026274463,592.0154658238633,719.5976995892672,17.855712019176153,18.05941950470623,31.362248779276126,31.233298772303726,Mare
46.45041271999772,101.16561961310322,46.29962281610217,101.01482970920766,23.016970220150725,23.082699025311687,20.385640183848334,20.328258192457323,Mare
607.5448519014384,623.1378537478254,607.936429729445,623.529431575832,10.368172829578956,10.254397434539483,43.43043974716388,43.57130169650847,Mare
170.52412368729154,356.0672991191448,170.46125053854365,356.00442597039694,75.30073873999041,75.43499276733148,40.59361916521353,40.66822156051181,Mare
65.05159298527951,788.913962965867,64.73782298390748,788.6001929644949,31.955323587983415,31.544626278252238,1.3483291599820373,1.3844047354484208,Mare
948.8855372533333,233.6904488253636,948.9216814268957,233.72659299892604,99.94868045636382,100.05984566187884,14.06003382531219,14.037381078073906,Mare
965.6320330745593,639.2018293899598,965.416819225159,638.9866155405595,99.33059980004823,99.73229440224458,12.570705110543063,12.423469704391986,Mare
808.3973481164611,235.68253457588494,808.7643233556432,236.04950981506707,78.35718171969351,78.24226134805684,35.676715913769684,35.64313805199564,Mare
304.6137691733707,713.6602831121538,304.45521775708374,713.5017316958669,99.88612599692603,99.72543914209177,13.909889488672105,13.96701190969573,Mare
97.67211400638386,873.6780345607488,98.36743580435885,874.3733563587238,46.917873343124405,47.011876075373735,34.9892807016565,34.99961890127771,Mare
684.2330265121569,126.80179912676005,683.7398062626073,126.30857887721042,27.594475191136397,27.697840244301286,9.49560258565612,9.71123754882905,Mare
440.1524937396013,866.5956885955035,439.9621464277038,866.4053412836059,80.80474551692951,80.72954880105914,31.133555042040207,31.077446128942107,Mare
122.03823484477883,593.5752544142979,121.79352772753161,593.3305472970507,57.3024145204744,56.75335460973992,48.10122288848103,48.1417264270666,Mare
495.17691011127016,127.11049086702397,494.75413402309283,126.68771477884667,61.761619614436256,61.439566990677896,49.92842960259816,50.00374859757141,Mare
34.388521115218396,427.54185535971203,33.847512222697425,427.0008464671911,17.10966311037073,17.041929299593978,32.792692902857404,32.93933714197626,Mare
909.3204020787821,160.86029348509788,908.6157941797699,160.15568558608564,98.62887882491216,98.32235917799261,10.865363224124074,10.892293843080308,Mare
258.7799816000169,700.3478888665695,259.3547252820221,700.9226325485747,96.19085005874774,95.87598171520135,4.850037955426589,4.8908069291103065,Mare
662.522284353982,758.8681344179496,662.8127841239628,759.1586341879305,17.018634349643477,16.606802252905013,32.96414392169729,33.043994055488014,Mare
311.71107608941094,105.79652027279896,312.149379029332,106.23482321272004,99.99250805517606,99.93015094052485,14.165147759082217,14.290382395312017,Mare
520.0680211778108,506.13985269464433,520.6362489649732,506.70808048180675,51.520990910125654,51.541614495269094,42.21488436086556,42.16973982183307,Mare
546.7102793432797,814.6250560259172,546.2238653969882,814.1386420796257,39.681216035826225,39.673703333952986,20.08005583570731,20.137031727677726,Mare
184.85445552552704,936.1630415509965,184.69236709500672,936.0009531204762,79.81825832734081,79.3787581262884,33.024683331578316,33.15155472103597,Mare
969.5846277645586,513.51786674177,969.6797393754811,513.6129783526925,99.082929729308,99.00700482997264,11.970469541719874,12.056185380562203,Mare
775.1328233611146,950.279223611407,775.8951426593559,951.0415429096483,66.98980495111006,66.42942263721248,48.9233510125378,48.96677737753001,Mare
939.4989415641891,535.6889704560298,938.7856169587839,534.9756458506246,99.98890823729124,100.08873033865103,14.156516692113556,14.169309412351014,Mare
894.8273504276489,394.19049459990794,895.1452136908691,394.5083578631282,97.17519410010898,97.07534457721005,7.292431682548897,7.105107671366982,Mare
597.8999788110851,848.2031285528955,597.6747947154568,847.9779444572671,15.150706382114432,15.232075909142388,36.32658894915582,36.42812818202334,Mare
921.8742350231169,492.98271045808906,921.2883193728806,492.3967948078528,99.46983571025551,99.67524779563011,12.907306758588161,12.842519529623509,Mare
88.4925020519195,471.902510564523,88.67372699271677,472.0837355053203,42.81661316287576,42.71463437230263,26.983047600602877,27.001264663374087,Mare
195.9828624191452,490.3124894098283,196.42880123643033,490.7584282271134,83.0449637348434,82.7995609193857,26.565274039445004,26.497283449770322,Mare
45.227288910538064,846.7850018697453,45.31977020420911,846.8774831634164,22.421401727465177,22.901718459671248,21.735950589806833,21.64963161859015,Mare
325.3303307632643,831.9415416880521,326.3503977062628,832.9616086310506,99.84404967320583,100.24493433394086,13.808820503398772,13.799089388328612,Mare
388.677289689482,403.5199924402112,388.528213426382,403.3709161771112,93.1387591328533,93.00034609312036,2.7711305580532786,2.7643103050200115,Mare
271.3490317738959,333.29985987052504,270.6456720576161,332.59650015424523,97.71783852822423,97.70259072476011,8.631687713170361,8.781375740555447,Mare
828.7375091519293,491.9280240391293,828.431966620691,491.62248150789094,84.26010126220949,84.21195640141168,23.94423920983483,23.774125162408104,Mare
356.75332669358926,572.772509737109,356.9403577376548,572.9595407811745,97.74074113589309,97.79363747288336,8.6880789160155,8.694449151992078,Mare
280.93450968738074,238.33721062799697,280.82609616226966,238.2287971028859,98.6233149307527,98.5647633469982,10.851785465935475,10.901975489305542,Mare
542.6960831582485,793.9550847155906,542.6816748574541,793.9406764147963,41.51541494739223,41.5784093217033,24.18925268528016,24.210750967025614,Mare
140.92422497476264,486.4827657324229,141.4859386183105,487.04447937597075,64.7745227358283,64.90992155530331,49.76431255603384,49.783598740348864,Mare
802.1969807540397,334.0455484199596,802.9561917693658,334.8047594352857,76.39369026756714,76.47774397337845,38.938556385314634,39.069052654193676,Mare
74.55064367977083,106.82099296399062,74.85411498396415,107.12446426818394,36.41809589638272,36.04971208059641,12.375452690748414,12.505936167080348,Mare
986.8869366005173,238.84516040360694,986.9545247211886,238.91274852427827,97.544897471523,97.53450651734285,8.205508984220186,8.233643818969144,Mare
772.2447692966574,949.2811717559837,772.0722777156789,949.1086801750051,65.9107355837823,65.95614135586008,49.40869929931201,49.3495116926777,Mare
198.7156815341724,305.0996868195266,199.35281766353958,305.7368229488938,83.79840577650263,83.77568815377842,24.951049972495014,24.91279158822277,Mare
5.522117123602399,168.8592893670353,5.059654215742762,168.39682645917566,2.7607077622332965,2.8144629200630247,49.524411656529274,49.54312236654178,Mare
815.4614284548342,460.6727916549932,815.6556407616729,460.867003961832,80.50231492505652,80.2968645475555,31.72159055563288,31.56147243575172,Mare
706.8573438476171,307.0877433602487,707.1701394988704,307.40053901150196,38.26787981339477,38.56480818577007,16.796746198150938,16.69411083591195,Mare
729.0071680409873,35.15925027119415,729.8018886827681,35.953970912975,48.24443712442894,48.30121933617622,37.27969254703695,37.27898625658187,Mare
771.2703466859457,323.14521727941724,771.0715723376728,322.94644293114436,65.54354804875192,65.26664444486691,49.54112301348515,49.639895865077605,Mare
74.04465173409037,544.1086239394685,73.65684855337156,543.7208207587497,36.18235731145804,36.02639597631052,11.803596961837776,11.902789592826473,Mare
358.4657285442726,551.7123720199669,357.5242368209368,550.770880296631,97.55619070348662,97.251471141353,8.233357970841476,8.231544546490667,Mare
